sort,family_scientific,family_english,common_name,scientific_name,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,water_bird,strict_water_bird,sort_1996,sort_2009,avibaseid,entry_checklist_of_kenya,note_2009,note_2019
550,Oriolidae,Orioles,Eurasian Golden Oriole,Oriolus oriolus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,1084.5,603,avibase-92A772BB,Eurasian Golden Oriole Oriolus oriolus PM,,
551,Oriolidae,Orioles,African Golden Oriole,Oriolus auratus,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,1086,604,avibase-D4866EAE,African Golden Oriole Oriolus auratus AM,,
552,Oriolidae,Orioles,Green-headed Oriole,Oriolus chlorocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,1090,605,avibase-4321596C,Green-headed Oriole Oriolus chlorocephalus,,
553,Oriolidae,Orioles,Western Black-headed Oriole,Oriolus brachyrynchus,,,,,,,,,,,,,,,,,,,,,,,,,,1089,606,avibase-418C7CCB,Western Black-headed Oriole Oriolus brachyrynchus,,
554,Oriolidae,Orioles,Montane Oriole,Oriolus percivali,,,,,,,,,,,,,,,,,,,,,,,,,,1088,607,avibase-95A2F6E7,Montane Oriole Oriolus percivali,,
555,Oriolidae,Orioles,Black-headed Oriole,Oriolus larvatus,,,,,,,,,,,,,,,,,,,,,,,,,,1087,608,avibase-BE62734A,Eastern Black-headed Oriole Oriolus larvatus,,
556,Platysteiridae,"Batises, Wattle-eyes and Allies",Forest Batis,Batis mixta,,,,,,,,,,,,,,,,,,,,,,,,,,1011,547,avibase-D91540DE,Forest Batis Batis mixta,Batis mixta ultima E,
557,Platysteiridae,"Batises, Wattle-eyes and Allies",Chin-spot Batis,Batis molitor,,,,,,,,,,,,,,,,,,,,,,,,,,1013,548,avibase-C5C38D98,Chin-spot Batis Batis molitor,,
558,Platysteiridae,"Batises, Wattle-eyes and Allies",Grey-headed Batis,Batis orientalis,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,1015,549,avibase-A6DFFC15,Grey-headed Batis Batis orientalis Hist. Rar.,"The sole record is of two specimens, 24 October 1910, from Moyale",
559,Platysteiridae,"Batises, Wattle-eyes and Allies",East Coast (Pale) Batis,Batis soror,,,,,,,,,,,,,,,,,,,,,,,,,,1014,550,avibase-5A58B69A,East Coast (Pale) Batis Batis soror,,
560,Platysteiridae,"Batises, Wattle-eyes and Allies",Black-headed Batis,Batis minor,,,,,,,,,,,,,,,,,,,,,,,,,,1017,551,avibase-90D0D245,Eastern Black-headed Batis Batis minor,,
561,Platysteiridae,"Batises, Wattle-eyes and Allies",Western Black-headed Batis, Batis erlangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-DF7C8FC5,Western Black-headed Batis Batis erlangeri,,
562,Platysteiridae,"Batises, Wattle-eyes and Allies",Pygmy Batis,Batis perkeo,,,,,,,,,,,,,,,,,,,,,,,,,,1016,552,avibase-5C9DDB02,Pygmy Batis Batis perkeo,,
563,Platysteiridae,"Batises, Wattle-eyes and Allies",Chestnut Wattle-eye,Dyaphorophyia castanea,,,,,,,,,,,,,,,,,,,,,,,,,,1021,544,avibase-8D562259,Chestnut Wattle-eye Dyaphorophyia castanea,,
564,Platysteiridae,"Batises, Wattle-eyes and Allies",Jameson's Wattle-eye,Dyaphorophyia jamesoni,,,,,,,,,,,,,,,,,,,,,,,,,,1022,545,avibase-7DC78D7A,Jameson’s Wattle-eye Dyaphorophyia jamesoni,,
565,Platysteiridae,"Batises, Wattle-eyes and Allies",Yellow-bellied Wattle-eye,Dyaphorophyia concreta,,,,,,,,,,,,,,,,,,,,,,,,,,1023,546,avibase-3B66D504,Yellow-bellied Wattle-eye Dyaphorophyia concreta ,,If extralimital Rufous-bellied Wattle-eye is separated then Yellow-bellied becomes D. ansorgei
566,Platysteiridae,"Batises, Wattle-eyes and Allies",Brown-throated Wattle-eye,Platysteira cyanea,,,,,,,,,,,,,,,,,,,,,,,,,,1019,553,avibase-E15225F1,Brown-throated Wattle-eye Platysteira cyanea,Called the Common Wattle-eye in the 1996 list,
567,Platysteiridae,"Batises, Wattle-eyes and Allies",Black-throated Wattle-eye,Platysteira peltata,,,,,,,,,,,,,,,,,,,,,,,,,,1020,554,avibase-16935B44,Black-throated Wattle-eye Platysteira peltata,,
568,Vangidae (Prionopinae),Helmetshrikes and Shrike-flycatchers,White-crested Helmetshrike,Prionops plumatus,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1020.5,555,avibase-3996ECD0,White-crested Helmetshrike Prionops plumatus am,,Formerly listed under Malaconotidae
569,Vangidae (Prionopinae),Helmetshrikes and Shrike-flycatchers,Grey-crested Helmetshrike,Prionops poliolophus,,,,,,,,,,,,,,,,,,,,,,,,,,1026,556,avibase-1F2F7323,Grey-crested Helmetshrike Prionops poliolophus ,Near Threatened,Formerly listed under Malaconotidae
570,Vangidae (Prionopinae),Helmetshrikes and Shrike-flycatchers,Retz's Helmetshrike,Prionops retzii,,,,,,,,,,,,,,,,,,,,,,,,,,1027,557,avibase-5B9EA71C,Retz’s Helmetshrike Prionops retzii,,Formerly listed under Malaconotidae
571,Vangidae (Prionopinae),Helmetshrikes and Shrike-flycatchers,Chestnut-fronted Helmetshrike,Prionops scopifrons (race keniensis),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,1028,558,avibase-E27EEDC5,Chestnut-fronted Helmetshrike Prionops scopifrons (race keniensis E),"Prionops scopifrons keniensis E, The following seven species had Bush-Shrike in their English names in the 1996 list",Formerly listed under Malaconotidae
572,Vangidae (Prionopinae),Helmetshrikes and Shrike-flycatchers,African Shrike-flycatcher,Megabyas flammulatus,,,,,,,,,,,,,,,,,,,,,,,,,,1008.5,542,avibase-18A968DB,African Shrike-flycatcher Megabyas flammulatus,Called the African Shrike-Flycatcher in the 1996 list,Formerly listed under Platysteridae
573,Vangidae (Prionopinae),Helmetshrikes and Shrike-flycatchers,Black-and-white Shrike-flycatcher,Bias musicus,,,,,,,,,,,,,,,,,,,,,,,,,,1010,543,avibase-F1A4B955,Black-and-white Shrike-flycatcher Bias musicus,,Formerly listed under Platysteridae
574,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Brubru,Nilaus afer,,,,,,,,,,,,,,,,,,,,,,,,,,1046,581,avibase-967545BC,Brubru Nilaus afer,,
575,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Grey-headed Bush-Shrike,Malaconotus blanchoti,,,,,,,,,,,,,,,,,,,,,,,,,,1059,559,avibase-641068BB,Grey-headed Bush-shrike Malaconotus blanchoti,,
576,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Pink-footed Puffback,Dryoscopus angolensis,,,,,,,,,,,,,,,,,,,,,,,,,,1075,570,avibase-201E1243,Pink-footed Puffback Dryoscopus angolensis,,
577,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Black-backed Puffback,Dryoscopus cubla,,,,,,,,,,,,,,,,,,,,,,,,,,1072,571,avibase-00855728,Black-backed Puffback Dryoscopus cubla,,
578,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Pringle's Puffback,Dryoscopus pringlii,,,,,,,,,,,,,,,,,,,,,,,,,,1074,572,avibase-706FEEB4,Pringle’s Puffback Dryoscopus pringlii,,
579,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Northern Puffback,Dryoscopus gambensis,,,,,,,,,,,,,,,,,,,,,,,,,,1071,573,avibase-7DE7F0ED,Northern Puffback Dryoscopus gambensis,,
580,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Marsh Tchagra,Bocagia minuta (race reichenowi),,,,,,,,,,TRUE,,,,,,,,,,,,,,,,1050,566,avibase-7DCA1C1E,Marsh Tchagra Bocagia minuta (race reichenowi NRR),,
581,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Brown-crowned Tchagra,Tchagra australis,,,,,,,,,,,,,,,,,,,,,,,,,,1048,567,avibase-4F9D43DE,Brown-crowned Tchagra Tchagra australis,,
582,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Three-streaked Tchagra,Tchagra jamesi (race mandanus),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,1049,568,avibase-FA7A6D02,Three-streaked Tchagra Tchagra jamesi (race mandanus E),Tchagra jamesi mandanus E,
583,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Black-crowned Tchagra,Tchagra senegalus,,,,,,,,,,,,,,,,,,,,,,,,,,1047,569,avibase-022798AB,Black-crowned Tchagra Tchagra senegalus ,Specifiepithet gender change (from -a) following David & Gosselin (2002b),
584,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Black-fronted Bushshrike,Chlorophoneus nigrifrons,,,,,,,,,,,,,,,,,,,,,,,,,,1053,560,avibase-5CE2F0DC,Black-fronted Bush-shrike Chlorophoneus nigrifrons,,
585,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Bocage's Bushshrike,Chlorophoneus bocagei,,,,,,,,,,,,,,,,,,,,,,,,,,1051,561,avibase-EF5EDE6D,Bocage’s Bush-shrike Chlorophoneus bocagei,,
586,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Sulphur-breasted Bushshrike,Chlorophoneus sulfureopectus,,,,,,,,,,,,,,,,,,,,,,,,,,1052,562,avibase-F3DCCA8F,Sulphur-breasted Bush-shrike Chlorophoneus sulfureopectus,,
587,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Sooty Boubou,Laniarius leucorhynchus,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,1069,574,avibase-3402C9BB,Lowland Sooty Boubou Laniarius leucorhynchus Hist. Ex,,
588,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Slate-coloured Boubou,Laniarius funebris,,,,,,,,,,,,,,,,,,,,,,,,,,1070,575,avibase-0868B50D,Slate-coloured Boubou Laniarius funebris,,
589,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Lühder's Bushshrike,Laniarius luehderi,,,,,,,,,,,,,,,,,,,,,,,,,,1063,576,avibase-5AF20251,Lühder’s Bush-shrike Laniarius luehderi,This and the next species had Bush-Shrike in their English names in the 1996 list,
590,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Red-naped Bushshrike,Laniarius ruficeps,,,,,,,,,,,,,,,,,,,,,,,,,,1062,577,avibase-C59DFD44,Red-naped Bush-shrike Laniarius ruficeps,,
591,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Tropical Boubou,Laniarius aethiopicus,,,,,,,,,,,,,,,,,,,,,,,,,,1064,578,avibase-FBB58997,Tropical Boubou Laniarius aethiopicus,,
591.1,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Ethiopian Boubou,Laniarius aethiopicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-EBC3B53B,Ethiopian Boubou L. aethiopicus,,
591.2,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Tropical Boubou,Laniarius (aethiopicus) major/ambiguus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-07F940AA,Tropical Boubou L. (a.) major/ambiguus,,
592,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",East Coast Boubou,Laniarius sublacteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-0133C47B,East Coast Boubou Laniarius sublacteus,,Specific status separating from L. aethiopicus documented in Finch et al. (2016)
593,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Manda Black Boubou,Laniarius nigerrimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-E7DC526A,Manda Black Boubou Laniarius nigerrimus,,Specific status documented in Finch et al. (2016)
594,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Papyrus Gonolek,Laniarius mufumbiri,,,,,,,,,,,,,,,,,,,,,,,,,,1066,579,avibase-1E5D636D,Papyrus Gonolek Laniarius mufumbiri ,,
595,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Black-headed Gonolek,Laniarius erythrogaster,,,,,,,,,,,,,,,,,,,,,,,,,,1065,580,avibase-5E822C9C,Black-headed Gonolek Laniarius erythrogaster,,
596,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Rosy-patched Bushshrike,Rhodophoneus cruentus,,,,,,,,,,,,,,,,,,,,,,,,,,1061,565,avibase-8B8AC14A,Rosy-patched Bush-shrike Rhodophoneus cruentus,,
597,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Gorgeous Bushshrike,Telophorus viridis,,,,,,,,,,,,,,,,,,,,,,,,,,1056,563,avibase-ACDC8DEE,Gorgeous Bush-shrike Telophorus viridis,,
598,Malaconotidae,"Bush-shrikes, Tchagras and Puffbacks",Doherty's Bushshrike,Telephorus dohertyi,,,,,,,,,,,,,,,,,,,,,,,,,,1055,564,avibase-0BC36521,Doherty’s Bush-shrike Telephorus dohertyi,,
599,Dicruridae,Drongos,Square-tailed Drongo,Dicrurus ludwigii,,,,,,,,,,,,,,,,,,,,,,,,,,1081.5,609,avibase-E79026DE,Common Square-tailed Drongo Dicrurus ludwigii,,
600,Dicruridae,Drongos,Sharpe’s Square-tailed Drongo,Dicrurus sharpei,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-84249EE3,Sharpe’s Square-tailed Drongo Dicrurus sharpei,,Specific status documented in Fuchs et al. (2018)
601,Dicruridae,Drongos,Fork-tailed (Common) Drongo,Dicrurus adsimilis,,,,,,,,,,,,,,,,,,,,,,,,,,1082,610,avibase-11FE7313,Fork-tailed (Common) Drongo Dicrurus adsimilis,,
602,Dicruridae,Drongos,Glossy-backed (Northern) Drongo,Dicrurus divaricatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-7763FEC8,Glossy-backed (Northern) Drongo Dicrurus divaricatus,,Specific status documented in Fuchs et al. (2018)
603,Dicruridae,Drongos,Velvet-mantled Drongo,Dicrurus modestus,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,1083,611,avibase-5DEB4565,Velvet-mantled Drongo Dicrurus modestus NRR Ex.,"The nominate, mainly coastal and lowland race is sometimes regarded as being a species, the Kenya Crested Guineafowl; mainly western and highland forest birds of the race verreauxi are then split off as a species, the Crested Guinea Fowl",
604,Laniidae,Shrikes,Yellow-billed Shrike,Corvinella corvina,,,,,,,,,,,,,,,,,,,,,,,,,,1029.5,588,avibase-E44FAD6F,Yellow-billed Shrike Corvinella corvina,,
605,Laniidae,Shrikes,Magpie Shrike,Urolestes melanoleucus,,,,,,,,,,,,,,,,,,,,,,,,,,1031,589,avibase-56A7F384,Magpie Shrike Urolestes melanoleucus,,
606,Laniidae,Shrikes,Northern White-crowned Shrike,Eurocephalus rueppelli,,,,,,,,,,,,,,,,,,,,,,,,,,1029,590,avibase-866D07A0,Northern White-crowned Shrike Eurocephalus rueppelli,Was included in the helmetshrikes (Prionopidae) in the 1996 list,
607,Laniidae,Shrikes,Red-backed Shrike,Lanius collurio,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,1032,591,avibase-F2CEFD1A,Red-backed Shrike Lanius collurio PM,AM,
608,Laniidae,Shrikes,Isabelline Shrike,Lanius isabellinus,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,1033,592,avibase-97166F72,Isabelline (Daurian) Shrike Lanius isabellinus PM,,
609,Laniidae,Shrikes,Turkestan Shrike (Red-tailed),Lanius phoenicuroides,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,avibase-EE7915A2,Turkestan Shrike (Red-tailed) Lanius phoenicuroides PM,,
610,Laniidae,Shrikes,Mackinnon's Shrike,Lanius mackinnoni,,,,,,,,,,,,,,,,,,,,,,,,,,1038,593,avibase-72387112,Mackinnon’s Shrike (Fiscal) Lanius mackinnoni,,
611,Laniidae,Shrikes,Lesser Grey Shrike,Lanius minor,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,1036,594,avibase-8852337B,Lesser Grey Shrike Lanius minor PM,am,
612,Laniidae,Shrikes,Geat Grey Shrike,Lanius excubitor,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,avibase-DB2501EE,Geat Grey Shrike Lanius excubitor VP NRR Rar.,,"In the 2009 Checklist, it was referred to as Southern Grey Shrike L. meridionalis, which is now regarded as a monotypic species occurring in the Iberian Peninsula"
613,Laniidae,Shrikes,Grey-backed Fiscal,Lanius excubitoroides,,,,,,,,,,,,,,,,,,,,,,,,,,1039,596,avibase-02B6A30C,Grey-backed Fiscal Lanius excubitoroides,,
614,Laniidae,Shrikes,Long-tailed Fiscal,Lanius cabanisi,,,,,,,,,,,,,,,,,,,,,,,,,,1040,597,avibase-836EDA33,Long-tailed Fiscal Lanius cabanisi,,
615,Laniidae,Shrikes,Taita Fiscal,Lanius dorsalis,,,,,,,,,,,,,,,,,,,,,,,,,,1041,598,avibase-64772F0F,Taita Fiscal Lanius dorsalis,,
616,Laniidae,Shrikes,Somali Fiscal,Lanius somalicus,,,,,,,,,,,,,,,,,,,,,,,,,,1042,599,avibase-F7932185,Somali Fiscal Lanius somalicus,,
617,Laniidae,Shrikes,Northern Fiscal,Lanius humeralis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,avibase-5792867A,Northern Fiscal Lanius humeralis ,,"In the 2009 Checklist, it was called Common Fiscal L. collaris, but now separated from Southern (Fuchs et al., 2011)"
618,Laniidae,Shrikes,Woodchat Shrike,Lanius senator,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,1044,601,avibase-7E70D490,Woodchat Shrike Lanius senator PM,,
619,Laniidae,Shrikes,Masked Shrike,Lanius nubicus,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,1045,602,avibase-E90CC64A,Masked Shrike Lanius nubicus VP NRR,,
620,Corvidae,Crows and Allies,Piapiac,Ptilostomus afer,,,,,,,,,,,,,,,,,,,,,,,,,,1092,619,avibase-4C35510F,Piapiac Ptilostomus afer,,
621,Corvidae,Crows and Allies,House Crow,Corvus splendens,,,,,,,,,,,,,,,,,,,,,,,,,,1093,620,avibase-39868903,House Crow Corvus splendens Introduced,,
622,Corvidae,Crows and Allies,Cape Rook,Corvus capensis,,,,,,,,,,,,,,,,,,,,,,,,,,1098,621,avibase-562E17AB,Cape Rook (Crow) Corvus capensis,Some favour the name Cape Crow,
623,Corvidae,Crows and Allies,Pied Crow,Corvus albus,,,,,,,,,,,,,,,,,,,,,,,,,,1095,622,avibase-34D538E1,Pied Crow Corvus albus,,
624,Corvidae,Crows and Allies,Dwarf Raven,Corvus edithae,,,,,,,,,,,,,,,,,,,,,,,,,,1094,623,avibase-9DBAAB1D,Somali Crow (Dwarf Raven) Corvus edithae,Called Brown-necked Raven Corvus (ruficollis) edithae in the 1996 list; called Somali Crow by some,
625,Corvidae,Crows and Allies,Fan-tailed Raven,Corvus rhipidurus,,,,,,,,,,,,,,,,,,,,,,,,,,1097,624,avibase-32C216E2,Fan-tailed Raven Corvus rhipidurus,,
626,Corvidae,Crows and Allies,White-necked Raven,Corvus albicollis,,,,,,,,,,,,,,,,,,,,,,,,,,984.5,625,avibase-EA326EA2,White-necked Raven Corvus albicollis,Called White-naped Raven in the 1996 list,
627,Monarchidae,Monarchs (Paradise-flycatchers),Blue-mantled Crested Flycatcher,Trochocercus cyanomelas,,,,,,,,,,,,,,,,,,,,,,,,,,996.5,612,avibase-15F017B7,Blue-mantled Crested-flycatcher Trochocercus cyanomelas,,
628,Monarchidae,Monarchs (Paradise-flycatchers),Red-bellied Paradise Flycatcher,Terpsiphone rufiventer,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,1008,614,avibase-0EDEEB49,Red-bellied Paradise-flycatcher Terpsiphone rufiventer NRR Ex,,
629,Monarchidae,Monarchs (Paradise-flycatchers),African Paradise Flycatcher,Terpsiphone viridis,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1007,615,avibase-75AAC17B,African Paradise-flycatcher Terpsiphone viridis am,,
630,Modulatricidae,Spot-throat and Allies ,Grey-chested Kakamega (Thrush-babbler),Kakamega poliothorax,,,,,,,,,,,,,,,,,,,,,,,,,,749,806,avibase-FC1BE879,Grey-chested Kakamega (Thrush-babbler) Kakamega poliothorax,Called Grey-chested Illadopsis in the 1996 list; no documented records since 1979,
631,Nectariniidae,Sunbirds,Plain-backed Sunbird,Anthreptes reichenowi,,,,,,,,,,,,,,,,,,,,,,,,,,1132,911,avibase-67F06823,Plain-backed Sunbird Anthreptes reichenowi ,,
632,Nectariniidae,Sunbirds,Western Violet-backed Sunbird,Anthreptes longuemarei,,,,,,,,,,,,,,,,,,,,,,,,,,1134,912,avibase-857DCDD5,Western Violet-backed Sunbird Anthreptes longuemarei,,
633,Nectariniidae,Sunbirds,Eastern Violet-backed Sunbird,Anthreptes orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,1135,913,avibase-2D0C83B2,Eastern Violet-backed Sunbird Anthreptes orientalis,,
634,Nectariniidae,Sunbirds,Uluguru Violet-backed Sunbird,Anthreptes neglectus,,,,,,,,,,,,,,,,,,,,,,,,,,1136,914,avibase-56C6CBA8,Uluguru Violet-backed Sunbird Anthreptes neglectus,,
635,Nectariniidae,Sunbirds,Grey-chinned Sunbird,Anthreptes rectirostris,,,,,,,,,,,,,,,,,,,,,,,,,,1138,915,avibase-71EF2ACB,Grey-chinned Sunbird Anthreptes rectirostris,Called Green Sunbird in the 1996 list,
636,Nectariniidae,Sunbirds,Collared Sunbird,Anthodiaeta collaris,,,,,,,,,,,,,,,,,,,,,,,,,,1140,916,avibase-1611F295,Collared Sunbird Anthodiaeta collaris,,
637,Nectariniidae,Sunbirds,Amani Sunbird,Anthodiaeta pallidigaster ,,,,,,,,,,,,,,,,,,,,,,,,,,1137,918,avibase-0B4F3AA2,Amani Sunbird Anthodiaeta pallidigaster ,,
638,Nectariniidae,Sunbirds,Pygmy Sunbird,Hedydipna platyura,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1141,917,avibase-B0E7740F,Pygmy Sunbird Hedydipna platyura am,Only three documented records in the last fifty years: November 1976 Baringo; November 1979 Kapedo; October 1990 Kerio Valley,
639,Nectariniidae,Sunbirds,Green-headed Sunbird,Cyanomitra verticalis,,,,,,,,,,,,,,,,,,,,,,,,,,1146,919,avibase-6DE16262,Green-headed Sunbird Cyanomitra verticalis,,
640,Nectariniidae,Sunbirds,Olive Sunbird,Cyanomitra olivacea,,,,,,,,,,,,,,,,,,,,,,,,,,1143,920,avibase-EE79A5EF,Olive Sunbird Cyanomitra olivacea,,
641,Nectariniidae,Sunbirds,Mouse-coloured Sunbird,Cyanomitra veroxii,,,,,,,,,,,,,,,,,,,,,,,,,,1144,921,avibase-C1CBA33A,Mouse-coloured Sunbird Cyanomitra veroxii,,
642,Nectariniidae,Sunbirds,Green-throated Sunbird,Chalcomitra rubescens,,,,,,,,,,,,,,,,,,,,,,,,,,1148,922,avibase-2E2DE0B6,Green-throated Sunbird Chalcomitra rubescens,,
643,Nectariniidae,Sunbirds,Amethyst Sunbird,Chalcomitra amethystina,,,,,,,,,,,,,,,,,,,,,,,,,,1149,923,avibase-B022292C,Amethyst Sunbird Chalcomitra amethystina,,
644,Nectariniidae,Sunbirds,Scarlet-chested Sunbird,Chalcomitra senegalensis,,,,,,,,,,,,,,,,,,,,,,,,,,1150,924,avibase-0059A2E0,Scarlet-chested Sunbird Chalcomitra senegalensis,,
645,Nectariniidae,Sunbirds,Hunter's Sunbird,Chalcomitra hunteri,,,,,,,,,,,,,,,,,,,,,,,,,,1151,925,avibase-8F052626,Hunter’s Sunbird Chalcomitra hunteri,,
646,Nectariniidae,Sunbirds,Tacazze Sunbird,Nectarinia tacazze,,,,,,,,,,,,,,,,,,,,,,,,,,1177,926,avibase-FAFA576B,Tacazze Sunbird Nectarinia tacazze,,
647,Nectariniidae,Sunbirds,Bronze Sunbird,Nectarinia kilimensis,,,,,,,,,,,,,,,,,,,,,,,,,,1179,927,avibase-D4F9B273,Bronze Sunbird Nectarinia kilimensis,,
648,Nectariniidae,Sunbirds,Malachite Sunbird,Nectarinia famosa,,,,,,,,,,,,,,,,,,,,,,,,,,1181,928,avibase-26F27894,Malachite Sunbird Nectarinia famosa,,
649,Nectariniidae,Sunbirds,Scarlet-tufted Sunbird,Nectarinia johnstoni,,,,,,,,,,,,,,,,,,,,,,,,,,1182,929,avibase-D91BCC1B,Scarlet-tufted (Malachite) Sunbird Nectarinia johnstoni ,Called Scarlet-tufted Malachite Sunbird in the 1996 list,
650,Nectariniidae,Sunbirds,Golden-winged Sunbird,Drepanorhynchus reichenowi (race lathburyi),,,TRUE,,,,,,,,,,,,,,,,,,,,,,,1180,930,avibase-D33D2F6D,Golden-winged Sunbird Drepanorhynchus reichenowi (race lathburyi E),Drepanorhynchus reichenowi lathburyi E,
651,Nectariniidae,Sunbirds,Olive-bellied Sunbird,Cinnyris chloropygius,,,,,,,,,,,,,,,,,,,,,,,,,,1156,931,avibase-D2B15B3F,Olive-bellied Sunbird Cinnyris chloropygius,,
652,Nectariniidae,Sunbirds,Northern Double-collared Sunbird,Cinnyris reichenowi,,,,,,,,,,,,,,,,,,,,,,,,,,1159,932,avibase-A6083057,Northern Double-collared Sunbird Cinnyris reichenowi,,
653,Nectariniidae,Sunbirds,Eastern Double-collared Sunbird,Cinnyris mediocris,,,,,,,,,,,,,,,,,,,,,,,,,,1161,933,avibase-EF6101F4,Eastern Double-collared Sunbird Cinnyris mediocris,,
654,Nectariniidae,Sunbirds,Usambara Double-collared Sunbird,Cinnyris usambaricus,,,,,,,,,,,,,,,,,,,,,,,,,,1161.5,934,avibase-CBA39A29,Usambara Double-collared Sunbird Cinnyris usambaricus,,
655,Nectariniidae,Sunbirds,Beautiful Sunbird,Cinnyris pulchellus,,,,,,,,,,,,,,,,,,,,,,,,,,1173,935,avibase-00D5E1C6,Beautiful Sunbird Cinnyris pulchellus,,
656,Nectariniidae,Sunbirds,Marico Sunbird,Cinnyris mariquensis,,,,,,,,,,,,,,,,,,,,,,,,,,1165,936,avibase-5AC9F737,Marico Sunbird Cinnyris mariquensis,,
657,Nectariniidae,Sunbirds,Red-chested Sunbird,Cinnyris erythrocercus,,,,,,,,,,,,,,,,,,,,,,,,,,1170,937,avibase-4C428439,Red-chested Sunbird Cinnyris erythrocercus,,
658,Nectariniidae,Sunbirds,Black-bellied Sunbird,Cinnyris nectarinioides,,,,,,,,,,,,,,,,,,,,,,,,,,1171,938,avibase-7C822074,Black-bellied Sunbird Cinnyris nectarinioides,,
659,Nectariniidae,Sunbirds,Purple-banded Sunbird,Cinnyris bifasciatus,,,,,,,,,,,,,,,,,,,,,,,,,,1166,939,avibase-71C72002,Purple-banded Sunbird Cinnyris bifasciatus,,
660,Nectariniidae,Sunbirds,Tsavo Sunbird,Cinnyris tsavoensis,,,,,,,,,,,,,,,,,,,,,,,,,,1166,940,avibase-17DE4B1F,Tsavo Sunbird Cinnyris tsavoensis,,
661,Nectariniidae,Sunbirds,Violet-breasted Sunbird,Cinnyris chalcomelas,,,,,,,,,,,,,,,,,,,,,,,,,,1167,941,avibase-9CDA630C,Violet-breasted Sunbird Cinnyris chalcomelas,,
662,Nectariniidae,Sunbirds,Orange-tufted Sunbird,Cinnyris bouvieri,,,,,,,,,,,,,,,,,,,,,,,,,,1169,942,avibase-693FC6FD,Orange-tufted Sunbird Cinnyris bouvieri,,
663,Nectariniidae,Sunbirds,Shining Sunbird,Cinnyris habessinicus,,,,,,,,,,,,,,,,,,,,,,,,,,1174,943,avibase-C6D0CB7E,Shining Sunbird Cinnyris habessinicus,See note above,
