IOC_sort,2019#,ADU,Rank,Scientific Name,Common Name,Status Birdlife,2019 IUCN Red List category,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,Order,Family,Clements--Sort,Clements--code,Clements--Scientific Name,Clements--Common Name,Clements--Family,H&M--Scientific Name,H&M--Common Name,H&M--sort_key,HBW-BL--Scientific Name,HBW-BL--Common Name,HBW-BL--Note,HBW-BL--SISRecID,IOC--Code,IOC--Note,96#,2009#,IOC--Breeding Range,IOC--Nonbreeding Range,Clements--range,H&M--range,Note 2019,Note 2009
6155,257,2052,Species,Larus canus,Mew Gull,Rare/Accidental,Least Concern,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,charadriiformes, Laridae,6257,mewgul,Larus canus,Mew Gull,"Gulls, Terns, and Skimmers",Larus canus,Mew Gull,071-004-011-006,Larus canus,Mew Gull,,22694308,,,322.5,301,"NA, EU : w Europe to Siberia and nw NA",widespread,,"N Holarctic >> W USA, Europe, N Africa and Asia",,
6156,,,Subspecies,Larus canus canus,Mew Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6258,comgul1,Larus canus canus,Mew Gull (European),"Gulls, Terns, and Skimmers",Larus canus canus,Mew Gull,071-004-011-006-001,,,,,,,,,Iceland and the British Isles to White Sea,Europe and n Africa to the Persian Gulf,Iceland and British Isles to White Sea; winters to N Africa,Iceland and British Isles to NW Russia (White Sea) >> Europe and N Africa to Persian Gulf,,
6157,,,Subspecies,Larus canus heinei,Mew Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6259,mewgul3,Larus canus heinei,Mew Gull (Russian),"Gulls, Terns, and Skimmers",Larus canus heinei,Mew Gull,071-004-011-006-002,,,,,,,,,w Russia to  c Siberia,"c and s Europe, Middle east",W Russia to Siberia; winters to Black Sea and Caspian Sea,"NC and C Russia to W and C Siberia >> C and S Europe, SW Asia, Caspian Sea, Pakistan [von Homeyer, 1853 #12441]",,
6158,,,Subspecies,Larus canus kamtschatschensis,Mew Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6260,kamgul1,Larus canus kamtschatschensis,Mew Gull (Kamchatka),"Gulls, Terns, and Skimmers",Larus canus kamtschatschensis,Mew Gull,071-004-011-006-003,,,,,,,,,ne Siberia,se Asia,NE Siberia; winters SE Asia,"NE Siberia >> Japan, E China",,
6159,,,Subspecies,Larus canus brachyrhynchus,Mew Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6261,mewgul2,Larus canus brachyrhynchus,Mew Gull (American),"Gulls, Terns, and Skimmers",Larus canus brachyrhynchus,Mew Gull,071-004-011-006-004,,,,,"PS, ENG","Genetically distinct Short-billed Gull previously split from Common /Mew Gull (AOU  Sibley 1996,  Zink et al. 1995, Olsen & Larsson 2003, BNA).  BNA makes the point that Zinkís paper only looked at mtDNA differences between kamtschatschensis and brachyrhynchus. A study also incorporating nominate canus is needed to round out the picture and because some have proposed (e.g. S&M, 1990) that the species break might be between kamtschatschensis and canus/brachyrhynchus.",,,"n Alaska, w Canada",w USA,Alaska to Br. Columbia and Saskatchewan; winters to California,"Alaska, W Canada (Yukon to N Saskatchewan and N British Columbia) >> coastal SE Alaska to N Baja California",,
6165,258,287,Species,Larus dominicanus,Kelp Gull,Rare/Accidental,Least Concern,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,charadriiformes, Laridae,6333,kelgul,Larus dominicanus,Kelp Gull,"Gulls, Terns, and Skimmers",Larus dominicanus,Kelp Gull,071-004-011-011,Larus dominicanus,Kelp Gull,,22694329,,,325,302,"SA, AU, AF : s coasts",,,"Madagascar, S Africa, New Zealand, S Australia, subantarctic islands and W and SE South America",,"VS, The sole record is of an adult photographed, 2 January 1984, Malindi"
6166,,,Subspecies,Larus dominicanus dominicanus,Kelp Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6334,kelgul3,Larus dominicanus dominicanus,Kelp Gull (dominicanus),"Gulls, Terns, and Skimmers",,,,,,,,,,,,"South America, Falkland Is., South Georgia, Australia, New Zealand",,"Coastal s S America, Falklands, S. Georgia, N. Zealand, Australia",,,
6167,,,Subspecies,Larus dominicanus vetula,Kelp Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6337,kelgul1,Larus dominicanus vetula,Kelp Gull (vetula),"Gulls, Terns, and Skimmers",,,,,,,,,,,,southern Africa,,Coastal southern Africa and Namibia,,,
6168,,,Subspecies,Larus dominicanus judithae,Kelp Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6336,kelgul4,Larus dominicanus judithae,Kelp Gull (judithae),"Gulls, Terns, and Skimmers",,,,,,,,,,,,subantarctic islands of the Indian Ocean,,Subantarctic Indian Ocean islands,,,
6169,,,Subspecies,Larus dominicanus melisandae,Kelp Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6338,kelgul5,Larus dominicanus melisandae,Kelp Gull (melisandae),"Gulls, Terns, and Skimmers",,,,,,,,,,,,s and sw Madagascar,,Coasts of sw and s Madagascar,,,
6170,,,Subspecies,Larus dominicanus austrinus,Kelp Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6335,kelgul2,Larus dominicanus austrinus,Kelp Gull (austrinus),"Gulls, Terns, and Skimmers",,,,,,,,,,,,Antarctica and Antarctic islands,,Antarctica and Antarctic islands,,,
6198,259,4136,Species,Larus fuscus,Lesser Black-backed Gull,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6302,lbbgul,Larus fuscus,Lesser Black-backed Gull,"Gulls, Terns, and Skimmers",Larus fuscus,Lesser Black-backed Gull,071-004-011-012,Larus fuscus,Lesser Black-backed Gull,,22694373,TAX,"Lesser Black-backed Gull includes Heuglin's Gull L. heuglini as subspecies following Collinson, J.M., Parkin, D.T., Knox, A.G., Sangster, G., and L. Svensson. 2008. Species boundaries in the Herring and Lesser Black-backed Gull complex. British Birds 101(7):340-363.",324,303,EU : w Europe to c Northern Siberia; also Greenland and Iceland,"n AF, sw Europe to nw India; also e NA",,,The taxonomy of this group is tentative.,
6199,,,Subspecies,Larus fuscus graellsii,Lesser Black-backed Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6305,lbbgul3,Larus fuscus graellsii,Lesser Black-backed Gull (graellsii),"Gulls, Terns, and Skimmers",Larus fuscus graellsii,Lesser Black-backed Gull,071-004-011-012-001,,,,,,,,,"Greenland, Iceland, Faroe Is., w Europe","sw Europe, e USA, w Africa","Iceland, Faeroes, Br. Isles, France, Portugal; winters to w Africa","Iceland, Faroe Is., W Europe >> SW Europe, E coast USA, W Africa",,
6200,,,Subspecies,Larus fuscus intermedius,Lesser Black-backed Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6304,lbbgul2,Larus fuscus intermedius,Lesser Black-backed Gull (intermedius),"Gulls, Terns, and Skimmers",Larus fuscus intermedius,Lesser Black-backed Gull,071-004-011-012-002,,,,,,,,,"Netherlands, Germany, Denmark, sw Sweden and w Norway","w Europe, w Africa","Denmark to w Norway, locally s to ne Spain; winters to w Africa","Netherlands, Germany, Denmark, SW Sweden and coastal Norway >> W Europe, W Africa",,
6201,259.1,,Subspecies,Larus fuscus fuscus,Lesser Black-backed Gull,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,charadriiformes, Laridae,6303,lbbgul1,Larus fuscus fuscus,Lesser Black-backed Gull (fuscus),"Gulls, Terns, and Skimmers",Larus fuscus fuscus,Lesser Black-backed Gull,071-004-011-012-003,,,,,,,,,"n Norway, Sweden and Finland to the White Sea","ne and e Africa, sw Asia","N Norway, Sweden, Finland to White Sea; > Africa, sw Asia","Baltic Sea, Finland and NW Russia (Karelia) >> NE and E Africa, SW Asia"," (Olsen, 218)",
6202,259.2,2042,Subspecies,Larus fuscus heuglini,Lesser Black-backed Gull,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,charadriiformes, Laridae,6306,lbbgul4,Larus fuscus heuglini,Lesser Black-backed Gull (Heuglin's),"Gulls, Terns, and Skimmers",Larus fuscus heuglini,Lesser Black-backed Gull,071-004-011-012-004,,,,,,,,,n Russia to nc Siberia,e Africa and the Middle East to nw India,"NW Russia; winters to Middle East, South Africa and se Asia","N Russia and NW Siberia (east to Taymyr Pen.) >> E Africa, and SW, S and N continental SE Asia"," (Olsen, 218)",
6203,,,Subspecies,Larus fuscus barabensis,Lesser Black-backed Gull,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6307,casgul3,Larus fuscus barabensis,Lesser Black-backed Gull (Steppe),"Gulls, Terns, and Skimmers",Larus fuscus barabensis,Lesser Black-backed Gull,071-004-011-012-005,,,,,,,,,c Asia,sw Asia,Steppes of central Asia; winters mainly in sw Asia east to India,"C Asia >> SW and S Asia [Johansen, 1960 #2120]",,
6205,263,902,Species,Gelochelidon nilotica,Gull-billed Tern,,Least Concern,,,,,,,,,,,,TRUE,,,,,,,,,,,,charadriiformes, Laridae,6424,gubter1,Gelochelidon nilotica,Gull-billed Tern,"Gulls, Terns, and Skimmers",Gelochelidon nilotica,Gull-billed Tern,071-005-004-001,Gelochelidon nilotica,Common Gull-billed Tern,"Gelochelidon nilotica and G. macrotarsa (del Hoyo and Collar 2014) were previously placed in the genus Sterna and lumped as S. nilotica following Sibley and Monroe (1990, 1993).",62026481,,,330,308,Worldwide : widespread,,,"Americas, Eurasia, Africa and Australia",,
6206,,,Subspecies,Gelochelidon nilotica nilotica,Gull-billed Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6426,,Gelochelidon nilotica nilotica,,"Gulls, Terns, and Skimmers",Gelochelidon nilotica nilotica,Gull-billed Tern,071-005-004-001-001,,,,,,,,,"Europe, n Africa through the Middle East and sc Asia to w China and Thailand","Africa, s Asia",Palearctic; winters tropical Africa and Persian Gulf to India,"W and N Africa, S Europe to W India >> Africa, SW and S Asia, W mainland SE Asia",,
6207,,,Subspecies,Gelochelidon nilotica affinis,Gull-billed Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6427,,Gelochelidon nilotica affinis,,"Gulls, Terns, and Skimmers",Gelochelidon nilotica affinis,Gull-billed Tern,071-005-004-001-002,,,,,,,,,"Japan, s and e China through se Asia to Philippines, Sumatra, Sulawesi and Borneo",to Australia,Transbaikalia to Manchuria and e China; winters SE Asia,"E and SE China >> Bangladesh to Sri Lanka, S China, SE Asia, N New Guinea (?), Australia (?) ",,
6208,,,Subspecies,Gelochelidon nilotica aranea,Gull-billed Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6428,,Gelochelidon nilotica aranea,,"Gulls, Terns, and Skimmers",Gelochelidon nilotica aranea,Gull-billed Tern,071-005-004-001-004,,,,,,,,,e and s USA through Greater Antilles,Central America to Peru and Brazil,E US to Gr. Antilles and Yucat·n; winters to Brazil and Peru,"Coastal E USA to NE Mexico; Bahamas, Cuba >> coastal Central and South America to Peru and Brazil",,
6209,,,Subspecies,Gelochelidon nilotica vanrossemi,Gull-billed Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6429,,Gelochelidon nilotica vanrossemi,,"Gulls, Terns, and Skimmers",Gelochelidon nilotica vanrossemi,Gull-billed Tern,071-005-004-001-005,,,,,,,,,s California (USA) to nw Mexico,to Ecuador,California to n Baja and nw Mexico; winters to Ecuador,SW USA (S California) to W Mexico (Colima) >> south to Panama ,,
6210,,,Subspecies,Gelochelidon nilotica gronvoldi,Gull-billed Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6430,,Gelochelidon nilotica gronvoldi,,"Gulls, Terns, and Skimmers",Gelochelidon nilotica gronvoldi,Gull-billed Tern,071-005-004-001-006,,,,,,,,,French Guiana to ne Argentina,,Coasts and rivers of French Guiana to ne Argentina,Locally along coastal French Guiana to NE Argentina (Buenos Aires),,
6213,264,290,Species,Hydroprogne caspia,Caspian Tern,,Least Concern,,,,,,,,,,,,TRUE,,,,,,,,,,,,charadriiformes, Laridae,6432,caster1,Hydroprogne caspia,Caspian Tern,"Gulls, Terns, and Skimmers",Hydroprogne caspia,Caspian Tern,071-005-005-001,Hydroprogne caspia,Caspian Tern,Hydroprogne caspia (del Hoyo and Collar 2014) was previously placed in the genus Sterna.,22694524,,,331,309,Worldwide : widespread except SA,,Cosmopolitanówide distribution worldwide,"North America, Africa, Madagascar, Europe to C, SW and S Asia, S China, Australia, New Zealand >> mainland SE Asia ",,
6216,270,298,Species,Thalasseus bergii,Greater Crested Tern,,Least Concern,,TRUE,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6489,grcter1,Thalasseus bergii,Great Crested Tern,"Gulls, Terns, and Skimmers",Thalasseus bergii,Greater Crested Tern,071-005-009-006,Thalasseus bergii,Greater Crested Tern,Thalasseus bergii (del Hoyo and Collar 2014) was previously placed in the genus Sterna.,22694571,ENG,Change English name of Thalasseus bergii to preferred Greater Crested Tern (2.9),332,312,"AU, OR, AF : coasts of e AF to the s Pacific",,,,Formerly Swift Tern  Sterna bergii ,
6217,,,Subspecies,Thalasseus bergii bergii,Greater Crested Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6490,,Thalasseus bergii bergii,,"Gulls, Terns, and Skimmers",Thalasseus bergii bergii,Greater Crested Tern,071-005-009-006-001,,,,,SSP,"Includes enigma. Hockey et al., 2005.",,,"Namibia, South Africa and Mozambique",,coastal southern Africa (Namibia to Mozambique),"Namibia, South Africa and Mozambique",,
6218,,,Subspecies,Thalasseus bergii thalassinus,Greater Crested Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6491,,Thalasseus bergii thalassinus,,"Gulls, Terns, and Skimmers",Thalasseus bergii thalassinus,Greater Crested Tern,071-005-009-006-003,,,,,,,,,"Tanzania, Madagascar to Mascarenes and Chagos Arch.",to s Somalia,"breeds Tanzania, Seychelles, Aldabra, Rodrigues I., and northern Madagascar; disperses north to Somalia, and south to southern Madagascar",Tanzania and Madagascar to Seychelles and Chagos Arch. >> S Somalia,,
6219,,,Subspecies,Thalasseus bergii velox,Greater Crested Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6492,,Thalasseus bergii velox,,"Gulls, Terns, and Skimmers",Thalasseus bergii velox,Greater Crested Tern,071-005-009-006-004,,,,,,,,,Red Sea and nw Somalia to Myanmar and w Sumatra,,"Red Sea and nw Somalia to Maldives, Myanmar and Sri Lanka","NW Somalia, Red Sea, SW and S Asia, tropical Indian Ocean islands (east from Maldives), Myanmar >> E Africa, W mainland SE Asia, Sumatra",,
6220,,,Subspecies,Thalasseus bergii cristatus,Greater Crested Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6493,,Thalasseus bergii cristatus,,"Gulls, Terns, and Skimmers",Thalasseus bergii cristatus,Greater Crested Tern,071-005-009-006-005,,,,,,,,,"e China to w, n and e Australia, Ryukyu and Tuamotu Is.",,"Ryukyu Islands and southeastern China to the Philippines, the Sunda Islands, Wallacea, New Guinea, Australia, and the tropical Pacific Ocean (to southeastern Polynesia)","Ryukyu Is., SE China, South China Sea and Java Sea islands, Philippines, Wallacea, New Guinea, Australia, tropical W and C Pacific Ocean",,
6221,268,297,Species,Thalasseus bengalensis,Lesser Crested Tern,,Least Concern,TRUE,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6502,lecter2,Thalasseus bengalensis,Lesser Crested Tern,"Gulls, Terns, and Skimmers",Thalasseus bengalensis,Lesser Crested Tern,071-005-009-001,Thalasseus bengalensis,Lesser Crested Tern,Thalasseus bengalensis (del Hoyo and Collar 2014) was previously placed in the genus Sterna.,22694561,,,333,310,"AF, OR, AU : widespread coasts",,,,,
6222,,,Subspecies,Thalasseus bengalensis bengalensis,Lesser Crested Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6504,,Thalasseus bengalensis bengalensis,,"Gulls, Terns, and Skimmers",Thalasseus bengalensis bengalensis,Lesser Crested Tern,071-005-009-001-002,,,,,,,,,Red Sea and Indian Ocean,to South Africa,"Red Sea, Pakistan, Laccadives and Maldives; winters S Africa","Red Sea, coasts and islands of NW Indian Ocean >> Sri Lanka, E and S Africa and Madagascar",,
6223,,,Subspecies,Thalasseus bengalensis emigratus,Lesser Crested Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6503,,Thalasseus bengalensis emigratus,,"Gulls, Terns, and Skimmers",Thalasseus bengalensis emigratus,Lesser Crested Tern,071-005-009-001-001,,,,,,,,,Libya and Persian Gulf,"w and ne Africa, w India",Libya; winters off w African coast,"Libya >> NW coast of Africa [Neumann, 1934 #2761]",,
6224,,,Subspecies,Thalasseus bengalensis torresii,Lesser Crested Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6505,,Thalasseus bengalensis torresii,,"Gulls, Terns, and Skimmers",Thalasseus bengalensis torresii,Lesser Crested Tern,071-005-009-001-003,,,,,,,,,Australasia,Philippines to Bismarck Arch.,Persian Gulf; Sulawesi to New Guinea and n Australia,"New Guinea, N Australia >> SE Asian coastline and archipelagos east to the Philippines",,
6227,269,296,Species,Thalasseus sandvicensis,Sandwich Tern,,Least Concern,,,,,,,,,,,,TRUE,,,,,,,,,,,,charadriiformes, Laridae,6494,santer1,Thalasseus sandvicensis,Sandwich Tern,"Gulls, Terns, and Skimmers",Thalasseus sandvicensis,Sandwich Tern,071-005-009-004,Thalasseus sandvicensis,Sandwich Tern,Thalasseus sandvicensis (del Hoyo and Collar 2014) was previously placed in the genus Sterna.,22694591,,,334,311,"EU, AF : northern Europe to Mediterranean, Black and Caspian Seas","s Europe to n Africa, Persian Gulf, India",,E North America to E South America; Europe to Caspian Sea >> C South America; Africa and S Asia,,
6233,262,299,Species,Sternula albifrons,Little Tern,Rare/Accidental,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6397,litter1,Sternula albifrons,Little Tern,"Gulls, Terns, and Skimmers",Sternula albifrons,Little Tern,071-005-002-001,Sternula albifrons,Little Tern,Sternula albifrons (del Hoyo and Collar 2014) was previously placed in the genus Sterna.,22694656,,,340,316,"AF, EU, OR, AU : widespread",,,,,
6234,,,Subspecies,Sternula albifrons albifrons,Little Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6398,,Sternula albifrons albifrons,,"Gulls, Terns, and Skimmers",Sternula albifrons albifrons,Little Tern,071-005-002-001-001,,,,,,,,,"Europe and n Africa to c Asia,",Africa,Europe to w Asia and w Indian Ocean; winters Africa to India,"N Africa, Europe to C and SW Asia, Pakistan, India, Seychelles, Comoros >> Africa, W Indian Ocean",,
6235,,,Subspecies,Sternula albifrons guineae,Little Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6399,,Sternula albifrons guineae,,"Gulls, Terns, and Skimmers",Sternula albifrons guineae,Little Tern,071-005-002-001-002,,,,,,,,,Mauritania to Gabon,,Ghana to Gabon,Mauritania to Gabon,,
6236,,,Subspecies,Sternula albifrons sinensis,Little Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6402,,Sternula albifrons sinensis,,"Gulls, Terns, and Skimmers",Sternula albifrons sinensis,Little Tern,071-005-002-001-003,,,,,,,,,India and the Indian Ocean through e and se Asia to Australia,,"SE Russia to Japan, SE Asia, Philippines and New Guinea","Sri Lanka, Japan, Korea, E and S China, SE Asia to N and W Australia >> SE Asia,  Philippines to Australia and New Zealand",,
6237,262.2,2070,Species,Sternula saundersi,Saunders's Tern,,Least Concern,,,,,,,,,,,,,,,TRUE,,,,,,,,,charadriiformes, Laridae,6418,sauter2,Sternula saundersi,Saunders's Tern,"Gulls, Terns, and Skimmers",Sternula saundersi,Saunders's Tern,071-005-002-002,Sternula saundersi,Saunders's Tern,Sternula saundersi (del Hoyo and Collar 2014) was previously placed in the genus Sterna.,22694666,,,341,317,"AF, EU : Middle East",to India & Malaysia,Red Sea to India and Sri Lanka; winters to Malay Peninsula,"S Somalia to Red Sea and S Persian Gulf, Pakistan, NW India, Maldives, Sri Lanka >> Arabian Sea to E Africa",,
6252,260,936,Species,Onychoprion anaethetus,Bridled Tern,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6388,briter1,Onychoprion anaethetus,Bridled Tern,"Gulls, Terns, and Skimmers",Onychoprion anaethetus,Bridled Tern,071-005-001-003,Onychoprion anaethetus,Bridled Tern,Onychoprion anaethetus (del Hoyo and Collar 2014) was previously placed in the genus Sterna.,22694730,,,338,318,TrO : widespread,,,W coast of Mexico and Central America; E Indian Ocean and W Pacific from S Japan to Australasia,,Included in Sterna in the 1996 list
6253,,,Subspecies,Onychoprion anaethetus melanopterus,Bridled Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6389,,Onychoprion anaethetus melanopterus,,"Gulls, Terns, and Skimmers",Onychoprion anaethetus melanopterus,Bridled Tern,071-005-001-003-001,,,,,,,,,Caribbean Sea and w Africa,,Coastal w Africa,Caribbean Sea and W Africa,,
6254,,,Subspecies,Onychoprion anaethetus antarcticus,Bridled Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6391,,Onychoprion anaethetus antarcticus,,"Gulls, Terns, and Skimmers",Onychoprion anaethetus antarcticus,Bridled Tern,071-005-001-003-002,,,,,,,,,"Red Sea, Persian Gulf and w Indian Ocean",,"Madagascar, Aldabra, Seychelles, Mascarene and Andaman is.","Red Sea, Persian Gulf, and W Indian Ocean",,
6255,,,Subspecies,Onychoprion anaethetus anaethetus,Bridled Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6392,,Onychoprion anaethetus anaethetus,,"Gulls, Terns, and Skimmers",Onychoprion anaethetus anaethetus,Bridled Tern,071-005-001-003-003,,,,,,,,,e Indian Ocean and w Pacific,,"Ryukyu Is., Taiwan, Philippines, Indonesia and Australia","E Indian Ocean and SE Asian seas to New Guinea and Australia, and W Pacific Ocean north to S Japan and east to American Samoa",,
6256,,,Subspecies,Onychoprion anaethetus nelsoni,Bridled Tern,,,,,,,,,,,,,,,,,,,,,,,,,,charadriiformes, Laridae,6393,,Onychoprion anaethetus nelsoni,,"Gulls, Terns, and Skimmers",Onychoprion anaethetus nelsoni,Bridled Tern,071-005-001-003-004,,,,,,,,,w coast of Mexico and Central America,,W coast of Mexico and Central America,W coast of Mexico and Central America,,
