ID,Sequence,SAFRING_No,avibase_id,ADU_No,Odr,Family,Genus,Species,Common_family,Common_group,Common_species,Split status,UO comment,BL comment,,
1911,2456,3904,avibase-F9FB0226,0,Passeriformes,Ploceidae,Ploceus,castanops,"Weavers, Widowbirds",Weaver,Northern Brown-throated,,,,,
1913,2458,3906,avibase-2E4A97D9,0,Passeriformes,Ploceidae,Ploceus,dichrocephalus,,Weaver,Juba,,,,,
1914,2459,3908,avibase-C34E4EF3,0,Passeriformes,Ploceidae,Ploceus,dorsomaculatus,"Weavers, Widowbirds",Weaver,Yellow-capped,,,,,
1916,2460,3910,avibase-9F7489D0,0,Passeriformes,Ploceidae,Ploceus,galbula,"Weavers, Widowbirds",Weaver,Rüppell's,,,,,
1917,2461,3912,avibase-2A2CC7B3,0,Passeriformes,Ploceidae,Ploceus,golandi,"Weavers, Widowbirds",Weaver,Clarke's,,,,,
1919,2463,3914,avibase-D8E67602,0,Passeriformes,Ploceidae,Ploceus,heuglini,"Weavers, Widowbirds",Weaver,Heuglin's Masked,,,,,
1923,2466,3916,avibase-DF0759C0,0,Passeriformes,Ploceidae,Ploceus,jacksoni,"Weavers, Widowbirds",Weaver,Golden-backed,,,,,
1925,2467,3918,avibase-1373D324,0,Passeriformes,Ploceidae,Ploceus,luteolus,"Weavers, Widowbirds",Weaver,Little,,,,,
1926,2468,3920,avibase-29FF745B,0,Passeriformes,Ploceidae,Ploceus,manyar,"Weavers, Widowbirds",Weaver,Streaked,,,,,
1928,2469,3922,avibase-19D053B3,0,Passeriformes,Ploceidae,Ploceus,melanocephalus,"Weavers, Widowbirds",Weaver,Black-headed,,,,,
1930,2471,3924,avibase-263E6762,0,Passeriformes,Ploceidae,Ploceus,nelicourvi,"Weavers, Widowbirds",Weaver,Nelicourvi,,,,,
1931,2472,3926,avibase-ECDFEAF6,0,Passeriformes,Ploceidae,Ploceus,nicolli,"Weavers, Widowbirds",Weaver,Usambara,,,,,
1934,2475,3928,avibase-9FB7D020,0,Passeriformes,Ploceidae,Ploceus,nigrimentus,,Weaver,Black-chinned,,,,,
1939,2479,3930,avibase-38D07CD0,0,Passeriformes,Ploceidae,Ploceus,preussi,"Weavers, Widowbirds",Weaver,Preuss's,,,,,
1944,2482,3932,avibase-E979E67D,0,Passeriformes,Ploceidae,Ploceus,sakalava,"Weavers, Widowbirds",Weaver,Sakalava,,,,,
1946,2483,3934,avibase-4DC2B23C,0,Passeriformes,Ploceidae,Ploceus,spekei,"Weavers, Widowbirds",Weaver,Speke's,,,,,
1947,2484,3936,avibase-4436DD6C,0,Passeriformes,Ploceidae,Ploceus,spekeoides,"Weavers, Widowbirds",Weaver,Fox's,,,,,
1949,2486,3938,avibase-23CA12EF,0,Passeriformes,Ploceidae,Ploceus,subpersonatus,"Weavers, Widowbirds",Weaver,Loango,,,,,
1951,2487,3940,avibase-6A84BDB8,0,Passeriformes,Ploceidae,Ploceus,taeniopterus,"Weavers, Widowbirds",Weaver,Northern Masked,,,,,
1952,2488,3942,avibase-476A437E,0,Passeriformes,Ploceidae,Ploceus,temporalis,"Weavers, Widowbirds",Weaver,Bocage's,,,,,
1953,2489,3944,avibase-BE85C81E,0,Passeriformes,Ploceidae,Ploceus,tricolor,"Weavers, Widowbirds",Weaver,Yellow-mantled,,,,,
1956,2491,3946,avibase-341298B9,0,Passeriformes,Ploceidae,Ploceus,weynsi,"Weavers, Widowbirds",Weaver,Weyns's,,,,,
2031,2494,3948,avibase-A783468F,0,Passeriformes,Prunellidae,Prunella,collaris,Accentors,Accentor,Alpine,,,,,
2032,2495,3950,avibase-26530C86,0,Passeriformes,Prunellidae,Prunella,modularis,Accentors,,Dunnock,,,,,
2046,2497,3952,avibase-573C3683,0,Passeriformes,Ploceidae,Pseudonigrita,arnaudi,"Old World Sparrows, Snowfinches",Weaver,Grey-capped Social,,,,,
2047,2498,3954,avibase-65856D49,0,Passeriformes,Ploceidae,Pseudonigrita,cabanisi,"Old World Sparrows, Snowfinches",Weaver,Black-capped Social,,,,,
2132,2500,3956,avibase-E617A8C3,0,Passeriformes,Estrildidae,Pyrenestes,sanguineus,"Waxbills, Munias and allies",Seedcracker,Crimson,,,,,
2131,2501,3958,avibase-2CC91390,0,Passeriformes,Estrildidae,Pyrenestes,ostrinus,"Waxbills, Munias and allies",Seedcracker,Black-bellied,,,,,
2138,2502,3960,avibase-2F790B56,0,Passeriformes,Estrildidae,Pytilia,lineata,,Pytilia,Red-billed,,,,,
2137,2504,3962,avibase-1AAAEAFD,0,Passeriformes,Estrildidae,Pytilia,hypogrammica,"Waxbills, Munias and allies",Pytilia,Yellow-winged,,,,,
2140,2506,3964,avibase-C7891867,0,Passeriformes,Estrildidae,Pytilia,phoenicoptera,"Waxbills, Munias and allies",Pytilia,Red-winged,,,,,
2230,2513,3966,avibase-7D6F12FE,0,Passeriformes,Estrildidae,Spermestes,griseicapilla,,Silverbill,Grey-headed,,,,,
2710,2514,3968,avibase-E358EC8A,0,Passeriformes,Estrildidae,Spermestes,nigriceps,,Mannikin,Red-backed ,,,,,
2232,2516,3970,avibase-AEAD40DD,0,Passeriformes,Estrildidae,Spermophaga,poliogenys,"Waxbills, Munias and allies",Bluebill,Grant's,,,,,
2247,2518,3972,avibase-C90890A3,0,Passeriformes,Ploceidae,Sporopipes,frontalis,"Old World Sparrows, Snowfinches",Weaver,Speckle-fronted,,,,,
2495,2523,3974,avibase-EAE77D96,0,Passeriformes,Estrildidae,Uraeginthus,bengalus,"Waxbills, Munias and allies",Cordon-bleu,Red-cheeked,,,,,
2496,2524,3976,avibase-5CAE6778,0,Passeriformes,Estrildidae,Uraeginthus,cyanocephalus,"Waxbills, Munias and allies",Cordon-bleu,Blue-capped,,,,,
2498,2525,3978,avibase-DE689967,0,Passeriformes,Estrildidae,Uraeginthus,ianthinogaster,"Waxbills, Munias and allies",Grenadier,Purple,,,,,
2533,2527,3980,avibase-12EC9197,0,Passeriformes,Viduidae,Vidua,maryae,"Indigobirds, Whydahs",Indigobird,Jos Plateau,,,,,
2534,2528,3982,avibase-86FBD1A0,0,Passeriformes,Viduidae,Vidua,nigeriae,"Indigobirds, Whydahs",Indigobird,Quailfinch,,,,,
2530,2529,3984,avibase-78607A22,0,Passeriformes,Viduidae,Vidua,interjecta,"Indigobirds, Whydahs",Whydah,Exclamatory Paradise,,,,,
2541,2530,3986,avibase-E60F7093,0,Passeriformes,Viduidae,Vidua,togoensis,"Indigobirds, Whydahs",Whydah,Togo Paradise,,,,,
2524,2531,3988,avibase-A37F0FEC,0,Passeriformes,Viduidae,Vidua,camerunensis,"Indigobirds, Whydahs",Indigobird,Cameroon,,,,,
2527,2533,3990,avibase-424B857C,0,Passeriformes,Viduidae,Vidua,fischeri,"Indigobirds, Whydahs",Whydah,Straw-tailed,,,,,
2529,2535,3992,avibase-8D05A048,0,Passeriformes,Viduidae,Vidua,hypocherina,"Indigobirds, Whydahs",Whydah,Steel-blue,,,,,
2531,2536,3994,avibase-04D7BC6C,0,Passeriformes,Viduidae,Vidua,larvaticola,"Indigobirds, Whydahs",Indigobird,Barka,,,,,
2536,2539,3996,avibase-DFCFAB2A,0,Passeriformes,Viduidae,Vidua,orientalis,,Whydah,Sahel Paradise,,,,,
2539,2542,3998,avibase-30A131ED,0,Passeriformes,Viduidae,Vidua,raricola,"Indigobirds, Whydahs",Indigobird,Jambandu,,,,,
391,2545,4000,avibase-3534E4CE,0,Passeriformes,Emberizidae,Calcarius,lapponicus,"Buntings, New World Sparrows and allies",Longspur,Lapland,,,,,
1383,2546,4002,avibase-32635892,0,Passeriformes,Fringillidae,Linaria,cannabina,Finches,Linnet,Common,,,,,
481,2547,4004,avibase-1B235E00,0,Passeriformes,Fringillidae,Carduelis,carduelis,Finches,Goldfinch,European,,,,,
564,2548,4006,avibase-65BD2033,0,Passeriformes,Fringillidae,Chloris,chloris,Finches,Greenfinch,European,,,,,
1,2549,4008,avibase-A2BB98A9,0,Passeriformes,Fringillidae,Acanthis,flammea,Finches,Redpoll,Common,,,,,
1384,2550,4010,avibase-3E8BDBBA,0,Passeriformes,Fringillidae,Linaria,johannis,Finches,Linnet,Warsangli,,,,,
2239,2551,4012,avibase-9820CECA,0,Passeriformes,Fringillidae,Spinus,spinus,Finches,Siskin,Eurasian,,,,,
483,2552,4014,avibase-3A713345,0,Passeriformes,Fringillidae,Carpodacus,erythrinus,Finches,Rosefinch,Common,,,,,
484,2553,4016,avibase-8F36D663,0,Passeriformes,Fringillidae,Carpodacus,synoicus,Finches,Rosefinch,Sinai,,,,,
715,2554,4018,avibase-84E1F114,0,Passeriformes,Fringillidae,Coccothraustes,coccothraustes,Finches,,Hawfinch,,,,,
948,2555,4020,avibase-BB11EE7F,0,Passeriformes,Fringillidae,Emberiza,affinis,"Buntings, New World Sparrows and allies",Bunting,Brown-rumped,,,,,
950,2557,4022,avibase-A7F3E6AE,0,Passeriformes,Fringillidae,Emberiza,caesia,"Buntings, New World Sparrows and allies",Bunting,Cretzschmar's,,,,,
953,2560,4026,avibase-7C5AC300,0,Passeriformes,Fringillidae,Emberiza,cineracea,"Buntings, New World Sparrows and allies",Bunting,Cinereous,,,,,
954,2561,4028,avibase-9AAB8C21,0,Passeriformes,Fringillidae,Emberiza,cirlus,"Buntings, New World Sparrows and allies",Bunting,Cirl,,,,,
955,2562,4030,avibase-56FB47C0,0,Passeriformes,Fringillidae,Emberiza,citrinella,"Buntings, New World Sparrows and allies",,Yellowhammer,,,,,
958,2564,4032,avibase-47210561,0,Passeriformes,Fringillidae,Emberiza,hortulana,"Buntings, New World Sparrows and allies",Bunting,Ortolan,,,,,
960,2566,4034,avibase-43EF3EA7,0,Passeriformes,Fringillidae,Emberiza,leucocephalos,"Buntings, New World Sparrows and allies",Bunting,Pine,,,,,
961,2567,4036,avibase-E2D2CB88,0,Passeriformes,Fringillidae,Emberiza,melanocephala,"Buntings, New World Sparrows and allies",Bunting,Black-headed,,,,,
962,2568,4038,avibase-72386016,0,Passeriformes,Fringillidae,Emberiza,poliopleura,"Buntings, New World Sparrows and allies",Bunting,Somali,,,,,
963,2569,4040,avibase-1866F80E,0,Passeriformes,Fringillidae,Emberiza,pusilla,"Buntings, New World Sparrows and allies",Bunting,Little,,,,,
964,2570,4042,avibase-DA9746CE,0,Passeriformes,Fringillidae,Emberiza,rustica,"Buntings, New World Sparrows and allies",Bunting,Rustic,,,,,
965,2571,4044,avibase-C0B97874,0,Passeriformes,Fringillidae,Emberiza,schoeniclus,"Buntings, New World Sparrows and allies",Bunting,Common Reed,,,,,
966,2572,4046,avibase-3C33A7C5,0,Passeriformes,Fringillidae,Emberiza,socotrana,"Buntings, New World Sparrows and allies",Bunting,Socotra,,,,,
967,2573,4048,avibase-CDF4A106,0,Passeriformes,Fringillidae,Emberiza,striolata,"Buntings, New World Sparrows and allies",Bunting,Striolated,,,,,
1098,2576,4050,avibase-E16B2C03,0,Passeriformes,Fringillidae,Fringilla,montifringilla,Finches,,Brambling,,,,,
1410,2578,4052,avibase-135564AA,0,Passeriformes,Fringillidae,Loxia,curvirostra,Finches,Crossbill,Red,,,,,
951,2579,4054,avibase-9A87EBB0,0,Passeriformes,Emberizidae,Emberiza,calandra,"Buntings, New World Sparrows and allies",Bunting,Corn,,,,,
1640,2582,4056,avibase-AED9D220,0,Passeriformes,Estrildidae,Nesospiza,acunhae,"Buntings, New World Sparrows and allies",Finch,Inaccessible Island,,Use this! Retire duplicate #968,,,
1396,2584,4058,avibase-549BEA0C,0,Passeriformes,Estrildidae,Lonchura,oryzivora,"Waxbills, Munias and allies",Sparrow,Java,,,,,
1888,2585,4060,avibase-9BEBC025,0,Anseriformes,Anatidae,Plectrophenax,nivalis,"Buntings, New World Sparrows and allies",Bunting,Snow,,,,,
2135,2588,4062,avibase-24764DC7,0,Passeriformes,Fringillidae,Pyrrhula,pyrrhula,Finches,Bullfinch,Eurasian,,,,,
349,2589,4064,avibase-8049F707,0,Passeriformes,Fringillidae,Bucanetes,githagineus,,Finch,Trumpeter,,,,,
2161,2590,4066,avibase-FA269911,0,Passeriformes,Fringillidae,Rhodospiza,obsoleta,,Finch,Desert,,,,,
2160,2591,4068,avibase-7782AD9F,0,Passeriformes,Fringillidae,Rhodopechys,sanguineus,,Finch,Eastern Crimson-winged,,,,,
2162,2592,4070,avibase-FB76AD60,0,Passeriformes,Fringillidae,Rhynchostruthus,louisae,Finches,Grosbeak,Somali Golden-winged,,,,,
2163,2593,4072,avibase-BE193EC5,0,Passeriformes,Fringillidae,Rhynchostruthus,socotranus,Finches,Grosbeak,Socotra Golden-winged,,,,,
838,2595,4074,avibase-69EB514A,0,Passeriformes,Fringillidae,Crithagra,reichenowi,Finches,Seedeater,Reichenow's,,,,,
848,2596,4076,avibase-71D3C8A6,0,Passeriformes,Fringillidae,Crithagra,xanthopygia,Finches,Seedeater,Yellow-rumped,,,,,
833,2597,4078,avibase-A25D8384,0,Passeriformes,Fringillidae,Crithagra,melanochroa,Finches,Seedeater,Kipengere,,,,,
830,2598,4080,avibase-5E456730,0,Passeriformes,Fringillidae,Crithagra,koliensis,Finches,Canary,Papyrus,,,,,
827,2599,4082,avibase-5108E1D3,0,Passeriformes,Fringillidae,Crithagra,frontalis,Finches,Citril,Western,,,,,
829,2600,4084,avibase-C978ABCC,0,Passeriformes,Fringillidae,Crithagra,hyposticta,Finches,Citril,Southern,,,,,
816,2601,4086,avibase-F3618305,0,Passeriformes,Fringillidae,Crithagra,buchanani,Finches,Grosbeak-Canary,Southern,,,,,
818,2602,4088,avibase-115CB3F4,0,Passeriformes,Fringillidae,Crithagra,canicapilla,,Seedeater,West African,,,,,
814,2605,4090,avibase-F422B222,0,Passeriformes,Fringillidae,Crithagra,ankoberensis,Finches,Serin,Ankober,,,,,
482,2610,4092,avibase-039E0011,0,Passeriformes,Fringillidae,Carduelis,citrinella,,Finch,Citril,,,,,
823,2613,4094,avibase-0CEB2DA6,0,Passeriformes,Fringillidae,Crithagra,donaldsoni,Finches,Grosbeak-Canary,Northern,,,,,
824,2614,4096,avibase-90C937E4,0,Passeriformes,Fringillidae,Crithagra,dorsostriata,Finches,Canary,White-bellied,,,,,
2212,2615,4098,avibase-DCFFEEC1,0,Passeriformes,Fringillidae,Serinus,flavivertex,,Canary,Yellow-crowned,,,,,
825,2616,4100,avibase-31B513F0,0,Passeriformes,Fringillidae,Crithagra,flavigula,Finches,Seedeater,Yellow-throated,,,,,
2210,2620,4102,avibase-BC5C392F,0,Passeriformes,Fringillidae,Serinus,alario leucolaemus,,Canary (ssp),Black-headed,,,,,
832,2622,4104,avibase-C887C3FC,0,Passeriformes,Fringillidae,Crithagra,leucopygia,Finches,Seedeater,White-rumped,,,,,
834,2623,4106,avibase-5C0BF88F,0,Passeriformes,Fringillidae,Crithagra,menachensis,Finches,Serin,Yemen,,,,,
2213,2626,4108,avibase-E211621B,0,Passeriformes,Fringillidae,Serinus,nigriceps,Finches,Siskin,Ethiopian,,,,,
2214,2627,4110,avibase-FB1C44D5,0,Passeriformes,Fringillidae,Serinus,pusillus,Finches,Serin,Red-fronted,,,,,
2215,2630,4112,avibase-C3227709,0,Passeriformes,Fringillidae,Serinus,serinus,Finches,Serin,European,,,,,
2216,2633,4114,avibase-95594E16,0,Passeriformes,Fringillidae,Serinus,syriacus,Finches,Serin,Syrian,,,,,
845,2634,4116,avibase-30384990,0,Passeriformes,Fringillidae,Crithagra,tristriata,Finches,Seedeater,Brown-rumped,,,,,
846,2635,4118,avibase-1CBC2DDE,0,Passeriformes,Fringillidae,Crithagra,whytii,,Seedeater,Yellow-browed,,,,,
847,2636,4120,avibase-8C436082,0,Passeriformes,Fringillidae,Crithagra,xantholaema,Finches,Seedeater,Salvadori's,,,,,
2098,0,4121,avibase-889232C7,0,Ciconiiformes,Procellariidae,Pterodroma,neglecta,"Petrels, Shearwaters",Petrel,Kermadec,,,,,
518,2099,4123,avibase-A80B0AC0,931,Passeriformes,Alaudidae,Certhilauda,brevirostris,,Lark,Agulhas Long-billed,,,,,
517,2098,4124,avibase-E42D0008,932,Passeriformes,Alaudidae,Certhilauda,benguelensis,,Lark,Benguela Long-billed,,,,,
520,2100,4125,avibase-BEC2F8B6,933,Passeriformes,Alaudidae,Certhilauda,curvirostris,Larks,Lark,Cape Long-billed,,,,,
521,2101,4126,avibase-56599D6D,934,Passeriformes,Alaudidae,Certhilauda,semitorquata,Larks,Lark,Eastern Long-billed,,,,,
522,2102,4127,avibase-69573E9E,935,Passeriformes,Alaudidae,Certhilauda,subcoronata,Larks,Lark,Karoo Long-billed,,,,,
2479,120,4128,avibase-0874B4D5,978,Turniciformes,Turnicidae,Turnix,nanus,Buttonquail,Buttonquail,Black-rumped,,,,,
2410,248,4129,avibase-73A7F4D0,0,Coraciiformes,Bucerotidae,Tockus,rufirostris,,Hornbill,Southern Red-billed,,,,,
859,353,4130,avibase-FF41B79F,4130,Cuculiformes,Cuculidae,Cuculus,poliocephalus,,Cuckoo,Lesser,,,,,
493,364,4131,avibase-6C342FFF,945,Cuculiformes,Centropodidae,Centropus,burchellii,,Coucal,Burchell's,,,,,
1990,386,4132,avibase-2F4B17A7,947,Psittaciformes,Psittacidae,Poicephalus,robustus,,Parrot,Cape,,,,,
2341,433,4133,avibase-45CE1202,949,Musophagiformes,Musophagidae,Tauraco,corythaix,,Turaco,Knysna,,,,,
45,567,4134,avibase-C84BD649,911,Gruiformes,Otididae,Afrotis,afra,Bustards,Korhaan,Southern Black,,,,,
1365,780,4136,avibase-2D52E3A5,4136,Charadriiformes,Laridae,Larus,fuscus,,Black-backed Gull,Lesser,,,,,
2023,1087,4137,avibase-35EB45A0,4137,Ciconiiformes,Procellariidae,Procellaria,aequinoctialis,,Petrel,White-chinned,,,,,
679,1817,4138,avibase-D74437DE,970,Passeriformes,Cisticolidae,Cisticola,galactotes,Cisticolas and allies,Cisticola,Rufous-winged,,,,,
2009,1865,4139,avibase-4CDA27A3,942,Passeriformes,Cisticolidae,Prinia,maculosa,Cisticolas and allies,Prinia,Karoo,,,,,
1540,2137,4140,avibase-6E24D502,960,Passeriformes,Alaudidae,Corypha,apiata,Larks,Lark,Cape Clapper,,"Corypha apiata, new Genus",,,
1756,2410,4142,avibase-7EB3ECC4,4142,Passeriformes,Passeridae,Passer,diffusus,"Old World Sparrows, Snowfinches",Sparrow,Southern Grey-headed,,,,,
2387,1000,4143,avibase-3F9E1C51,4143,Charadriiformes,Laridae,Thalasseus,elegans,"Gulls, Terns and Skimmers",Tern,Elegant,,,,,
2731,0,4145,,0,Passeriformes,Ploceidae,Foudia,species,,Foudia,species,,,,,
918,1055,4148,avibase-A28D8D38,4148,Ciconiiformes,Diomedeidae,Diomedea,exulans,,Albatross,Wandering,,,,,
917,1054,4149,avibase-4D8C9B97,4149,Ciconiiformes,Diomedeidae,Diomedea,epomophora,,Albatross,Southern Royal,,,,,
2378,1116,4150,avibase-87797B47,4150,Ciconiiformes,Diomedeidae,Thalassarche,cauta,Albatrosses,Albatross,Shy,,,,,
2379,1117,4151,avibase-EA2FA918,4151,Ciconiiformes,Diomedeidae,Thalassarche,chlororhynchos,Albatrosses,Albatross,Atlantic Yellow-nosed,,,,,
2115,1110,4153,avibase-5AEDC002,4153,Ciconiiformes,Procellariidae,Puffinus,puffinus,,Shearwater,Manx,,,,,
1904,0,4183,avibase-AE1F2524,4183,Passeriformes,Ploceidae,Ploceus,benghalensis,"Weavers, Widowbirds",Weaver,Black-breasted,,,,,
1920,0,4184,avibase-1203E244,4184,Passeriformes,Ploceidae,Ploceus,hypoxanthus,"Weavers, Widowbirds",Weaver,Asian Golden,,,,,
1927,0,4185,avibase-47903D44,4185,Passeriformes,Ploceidae,Ploceus,megarhynchus,"Weavers, Widowbirds",Weaver,Finn's,,,,,
1938,0,4186,avibase-03DE2091,4186,Passeriformes,Ploceidae,Ploceus,philippinus,"Weavers, Widowbirds",Weaver,Baya,,,,,
1379,671,4188,avibase-B7E68EC8,0,Charadriiformes,Scolopacidae,Limnodromus,semipalmatus,"Sandpipers, Snipes",Dowitcher,Asian,,,,,
2797,,4189,avibase-F63BD872,0,,(null),Psittacus,timneh,,Parrot,Timneh,,,,,
2742,0,4190,avibase-E5E0B92F,4190,,,Ardeola,grayii,,Heron,Indian Pond,,,,,
2743,0,4191,,4191,,,,,,Buzzard ,Hyrbid Common/Forest ,,,,,
433,,4193,avibase-B38ABEF9,,Passeriformes,Cisticolidae,Camaroptera,harterti,,Camaroptera,Hartert's,,,,,
2744,1512,4195,avibase-927299E4,0,Passeriformes,Turdidae,Turdus,olivaceofuscus,,Thrush,Sao Tome,,Retire. BL use #1167,,,
89,,4483,avibase-F53518E3,4483,,Rallidae,Amaurornis,phoenicurus,,Waterhen,White-breasted,,,,,
2893,,4838,,0,Galliformes,Phasianidae,Arborophila,rolli,Pheasants and allies,Partridge,Roll's,,,,,
2894,,4839,,0,Galliformes,Phasianidae,Arborophila,sumatrana,Pheasants and allies,Partridge,Sumatran,,,,,
2686,1917,4847,avibase-D2E8BF1B,0,Passeriformes,Muscicapidae,Arcanator,orostruthus,"Chats, Old World Flycatchers (320)",,Dapple-throat,,,,,
,,4863,,,Passeriformes,Pycnonotidae,Arizelocichla,montana,Bulbuls,Greenbul,Cameroon Mountain,,replaces #1112,Updated the English name,,
257,1685,4864,avibase-DA399CC6,0,Passeriformes,Pycnonotidae,Arizelocichla,tephrolaema,Bulbuls,Greenbul,Western Mountain,,"new name, Mountain added",,,
,,4866,,,Passeriformes,Pycnonotidae,Arizelocichla,fusciceps,Bulbuls,Greenbul,Black-browed Mountain,,"Used by BL, replaces #3042 and 13623",Updated the English name,,
5080,,5080,,,Passeriformes,Platysteiridae,Batis ,crypta,Wattle-eyes and Batises,Batis,Dark ,,new species,,,
,,5095,avibase-51FA9111,0,Passeriformes,Pycnonotidae,Bernieria,madagascariensis,Bulbuls,Bernieria,Long-billed,,different no!! Suggest we use BL #5095 and retire #3018,,,
380,,5229,avibase-91B94FDB,0,Galliformes,Phasianidae,Cacicus,sclateri,,Cacique,Ecuadorian,,,,,
402,,5256,avibase-A0A67A81,5256,Charadriiformes,Scolopacidae,Calidris,acuminata,"Sandpipers, Snipes",Sandpiper,Sharp-tailed,,,,,
422,0,5271,avibase-45C1096F,5271,Anseriformes,Anatidae,Callonetta,leucophrys,"Ducks, Geese and Swans",Teal,Ringed,,,,,
,,5701,,,Passeriformes,Malaconotidae,Chlorophoneus,bocagei,Bushshrikes and Allies,Bushshrike,Bocage's,,"replace #2498, this used by BL",,,
269,,5708,avibase-C73137EA,5708,Passeriformes,Pycnonotidae,Atimastillas,flavicollis,Leafbirds,Greenbul,Yellow-gorgeted,,New English name. Old name Yellow-throated Leaflove. #14776 is a split from this,,,
712,,5892,avibase-95DC125B,5892,Passeriformes,Estrildidae,Coccopygia,bocagei,,Waxbill,Angolan,,,,,
,,6254,,,Passeriformes,Paridae,Cyanistes,teneriffae,"Tits, Chickadees and Titmice",Tit,African Blue,,New species,,,
,,6713,,,Passeriformes,Emberizidae,Emberiza,sahari,Old worl buntings,Bunting,House,,Replace #13610,,,
,,6835,,,Passeriformes,Estrildidae,Estrilda,kandti,"Munias, Parrotfinches, Waxbills, and Allies",Waxbill,Kandt's,,new species,,,
,,6907,avibase-0B325B7F,,Passeriformes,Pycnonotidae,Eurillas,curvirostris,Bulbuls,Greenbul,Plain,,replaces #2940 and #2946,"This species has been retired, now denoted with a [x] prefix. Not available for logging anymore.",,
,,7051,,,Passeriformes,,,,,Lark ,Maghreb,Lumped,Retired by BL. Lumped with #3506,,,
1302,,7863,avibase-0319D393,7863,Passeriformes,,Lamprotornis,chloropterus,"Starlings, Rhabdornis",Starling,Lesser Blue-eared,,,,,
,,7864,,,Passeriformes,Malaconotidae,Laniarius,willardi,Bushshrikes and Allies,Boubou,Willard's Sooty,,new species,,,
1333,1257.2,7865,avibase-E7DC526A,7865,Passeriformes,Malaconotidae,Laniarius,nigerrimus,,Boubou,Black,,,,,
1331,1241,7866,avibase-07F940AA,7866,Passeriformes,,Laniarius,major,Bushshrikes,Boubou,Tropical,,,,,
1336,1257.1,7867,avibase-0133C47B,7867,Passeriformes,Malaconotidae,Laniarius,sublacteus,,Boubou,East Coast,,Coast moved from Common_group to Common_species,,,
1354,,7878,avibase-EE7915A2,7878,Passeriformes,,Lanius,phoenicuroides,,Shrike,Red-tailed,,,,,
1347,1137,7887,avibase-5792867A,14190,Passeriformes,Laniidae,Lanius,humeralis,,Fiscal,Northern,,,,,
1358,0,7888,avibase-FF6C3B9C,0,Passeriformes,Muscicapidae,Larosterna,inca,"Chats, Old World Flycatchers (320)",Tern,Inca,,,To be added to SABAP2,,
,,7901,,,Charadriiformes,Laridae,Larus,michahellis,"Skimmers, Noddies, Terns, and Gulls",Gull,Yellow-legged,,new species,,,
1392,,8090,avibase-21C4CE6A,8090,Passeriformes,Estrildidae,Lonchura,bicolor,,Mannikin,Black-and-white,,,,,
1397,0,8100,avibase-497038CC,0,Strigiformes,Tytonidae or Strigidae,Lonchura,quinticolor,Owls,Munia,Five-colored,,,,,
,,8511,,,Coraciiformes,Meropidae,Merops,mentalis,Bee-eaters,Bee-eater,Blue-moustached,split,new species split from #1574,,,
,,9388,,,Passeriformes,Estrildidae,Parmoptila,jamesoni,"Munias, Parrotfinches, Waxbills, and Allies",Antpecker,Jameson's ,,new species,,,
1775,,9430,avibase-24208346,9430,,Sturnidae,Pastor,roseus,,Starling,Rosy,,,,,
1800,,9638,avibase-849B4EE5,9638,,,Phalacrocorax,carbo,,Cormorant,Great,,,,,
,,9756,,,Passeriformes,Pycnonotidae,Phyllastrephus,albigula,Bulbuls,Greenbul,Montane Tiny,,new species,,,
2262,0,10000,,0,Charadriiformes,Laridae,Sterna,bengalensis x sandvicensis,,Tern,Hybrid Lesser-crested x Sandwich,,,,,
2712,0,10001,,0,Ciconiiformes,Procellariidae,Pterodroma,neglecta/?,,Petrel,Hybrid Kermadec/Round-island,,,,,
2401,0,10002,,0,Coraciiformes,Bucerotidae,Tockus,damarensis x erythrorhynchus,,Hornbill,Hybrid Damara x Red-billed ,,,,,
381,100,10003,avibase-8DE14046,914,Anseriformes,Anatidae,Cairina,moschata,"Ducks, Geese and Swans",Duck,Muscovy,,,,,
130,62,10004,avibase-6835DC6C,913,Anseriformes,Anatidae,Anser,anser domesticus,"Ducks, Geese and Swans",Goose,Domestic,,,,,
110,1000,10005,,917,Anseriformes,Anatidae,Anas,hybrid,,Duck,Hybrid,,,,,
115,1000,10006,avibase-07FFC1E5,918,Anseriformes,Anatidae,Anas,platyrhynchos domesticus,,Duck,Domestic,,,,,
879,100,10007,avibase-46B54DB1,921,Anseriformes,Anatidae,Cygnus,atratus,"Ducks, Geese and Swans",Swan,Black,,,,,
2714,0,10008,,,,,N/A,N/A,,Wader,Unidentified,,,,,
2716,0,10009,avibase-A744B03C,,,,N/A,N/A,,Tern,Unidentified,,,,,
2717,0,10010,avibase-4D321548,,,,Lanus,sp.,,Gull,Unidentified,,,,,
2718,0,10011,avibase-5451B31A,995,,,Ardea,sp.,,Heron,Unidentified,,,,,
2719,0,10012,,994,,,N/A,N/A,,Seabird,Unidentified,,,,,
2123,0,10013,,0,Passeriformes,Pycnonotidae,Pycnonotus,nigricans x tricolor,Bulbuls,Bulbul,Hybrid Red-eyed x Dark-capped ,,,,,
2715,0,10014,avibase-093E93E1,998,,,Anas,sp.,,Duck,Unidentified,,,,,
111,1000,10015,,919,Anseriformes,Anatidae,Anas,hybrid,,Mallard,Hybrid,,,,,
2727,0,10016,avibase-1FF0754B,10016,,,Phoeniconaias,sp.,,Flamingo,Unidentified,,,,,
